"Month","Day","Year","station","city","state","weather_type","rating","status","userID"
2,20,2008,"KCQX","Chatham","MA",3,5,"living","C26820"
3,13,2014,"KCQX","Chatham","MA",2,4,"living","C26820"
10,12,2012,"KCQX","Chatham","MA",8,2,"living","C26820"
9,4,2010,"KSCH","Schenectady","NY",9,5,"traveling","C26820"
9,28,2006,"KBUY","Burlington","NC",7,1,"traveling","C26820"
8,3,2006,"KGJT","Grand Junction","CO",6,4,"living","W89505"
12,10,2007,"KGJT","Grand Junction","CO",4,5,"living","W89505"
11,5,2010,"KGJT","Grand Junction","CO",8,3,"living","W89505"
6,4,2008,"KGJT","Grand Junction","CO",1,3,"living","W89505"
12,16,2011,"KGJT","Grand Junction","CO",4,5,"living","W89505"
11,19,2006,"KGJT","Grand Junction","CO",3,1,"living","W89505"
10,26,2010,"KGJT","Grand Junction","CO",3,5,"living","W89505"
5,14,2007,"KGJT","Grand Junction","CO",6,5,"living","W89505"
3,31,2007,"KGJT","Grand Junction","CO",3,1,"living","W89505"
10,12,2009,"KGJT","Grand Junction","CO",6,4,"living","W89505"
6,29,2011,"KGJT","Grand Junction","CO",1,1,"living","W89505"
3,11,2009,"KGJT","Grand Junction","CO",3,5,"living","W89505"
9,30,2010,"KGJT","Grand Junction","CO",6,2,"living","W89505"
3,19,2013,"KGJT","Grand Junction","CO",3,4,"living","W89505"
6,30,2011,"KGJT","Grand Junction","CO",1,5,"living","W89505"
6,28,2014,"KGJT","Grand Junction","CO",6,2,"living","W89505"
10,23,2006,"KWAL","Wallops Island","VA",9,1,"traveling","W89505"
12,22,2009,"KWAL","Wallops Island","VA",3,1,"traveling","W89505"
2,20,2012,"KCJR","Culpeper","VA",4,5,"traveling","W89505"
1,16,2012,"KTPA","Tampa","FL",8,2,"living","F14859"
3,8,2014,"KTPA","Tampa","FL",8,5,"living","F14859"
1,27,2010,"KTPA","Tampa","FL",8,4,"living","F14859"
12,26,2011,"KTPA","Tampa","FL",10,1,"living","F14859"
4,30,2013,"KTPA","Tampa","FL",10,2,"living","F14859"
1,22,2008,"KTPA","Tampa","FL",10,3,"living","F14859"
11,4,2008,"KTPA","Tampa","FL",10,1,"living","F14859"
12,13,2007,"KTPA","Tampa","FL",10,5,"living","F14859"
6,5,2010,"KTPA","Tampa","FL",10,3,"living","F14859"
2,28,2015,"KTPA","Tampa","FL",5,2,"living","F14859"
2,16,2008,"KTPA","Tampa","FL",8,2,"living","F14859"
4,24,2009,"KTPA","Tampa","FL",8,2,"living","F14859"
6,1,2006,"KTPA","Tampa","FL",10,2,"living","F14859"
5,23,2010,"KTPA","Tampa","FL",10,1,"living","F14859"
5,5,2014,"KTPA","Tampa","FL",10,5,"living","F14859"
6,26,2009,"KLAW","Lawton","OK",9,5,"traveling","F14859"
3,19,2009,"KFZY","Fulton","NY",4,1,"traveling","F14859"
7,12,2015,"KLAW","Lawton","OK",10,5,"traveling","F14859"
9,18,2013,"KCON","Concord","NH",8,5,"living","K62799"
1,25,2010,"KCON","Concord","NH",5,4,"living","K62799"
7,19,2012,"KCON","Concord","NH",8,2,"living","K62799"
1,20,2010,"KCON","Concord","NH",4,1,"living","K62799"
10,7,2013,"KCON","Concord","NH",7,1,"living","K62799"
7,4,2015,"KCON","Concord","NH",10,5,"living","K62799"
6,6,2007,"KCON","Concord","NH",9,2,"living","K62799"
4,1,2009,"KCON","Concord","NH",4,4,"living","K62799"
2,17,2008,"KCON","Concord","NH",4,1,"living","K62799"
4,15,2009,"KCON","Concord","NH",3,2,"living","K62799"
11,14,2009,"KCON","Concord","NH",5,3,"living","K62799"
5,25,2008,"KCON","Concord","NH",8,4,"living","K62799"
10,31,2007,"KCON","Concord","NH",8,5,"living","K62799"
7,8,2008,"KCON","Concord","NH",10,1,"living","K62799"
10,6,2014,"KBVY","Beverly","MA",8,1,"traveling","K62799"
1,1,2008,"KBVY","Beverly","MA",4,1,"traveling","K62799"
4,6,2006,"KOSU","Ohio State University","OH",3,1,"living","E28356"
9,16,2009,"KOSU","Ohio State University","OH",10,4,"living","E28356"
2,17,2006,"KOSU","Ohio State University","OH",1,2,"living","E28356"
6,4,2010,"KOSU","Ohio State University","OH",10,4,"living","E28356"
4,26,2009,"KOSU","Ohio State University","OH",9,5,"living","E28356"
6,26,2008,"KOSU","Ohio State University","OH",7,2,"living","E28356"
4,6,2011,"KOSU","Ohio State University","OH",1,1,"living","E28356"
12,14,2006,"KOSU","Ohio State University","OH",3,1,"living","E28356"
3,6,2009,"KOSU","Ohio State University","OH",1,4,"living","E28356"
11,8,2014,"KOSU","Ohio State University","OH",4,3,"living","E28356"
6,17,2009,"KOSU","Ohio State University","OH",10,5,"living","E28356"
2,9,2008,"KOSU","Ohio State University","OH",1,2,"living","E28356"
7,13,2015,"KOSU","Ohio State University","OH",7,4,"living","E28356"
9,17,2014,"KAYS","Waycross","GA",7,1,"traveling","E28356"
2,1,2015,"KAYS","Waycross","GA",8,5,"traveling","E28356"
4,30,2015,"KEEO","Meeker","CO",1,4,"living","M73921"
4,6,2013,"KEEO","Meeker","CO",1,4,"living","M73921"
6,14,2007,"KEEO","Meeker","CO",3,2,"living","M73921"
6,27,2006,"KEEO","Meeker","CO",6,3,"living","M73921"
2,5,2015,"KEEO","Meeker","CO",4,2,"living","M73921"
7,21,2015,"KEEO","Meeker","CO",9,3,"living","M73921"
10,29,2009,"KEEO","Meeker","CO",2,2,"living","M73921"
5,23,2013,"KEEO","Meeker","CO",1,3,"living","M73921"
4,16,2007,"KEEO","Meeker","CO",3,3,"living","M73921"
9,5,2012,"KEEO","Meeker","CO",6,4,"living","M73921"
5,12,2013,"KSWO","Stillwater","OK",8,1,"traveling","M73921"
9,5,2015,"PACD","Cold Bay","AK",5,1,"traveling","M73921"
9,28,2011,"KGSB","Goldsboro","NC",10,3,"living","A65503"
2,6,2007,"KGSB","Goldsboro","NC",3,5,"living","A65503"
8,4,2008,"KGSB","Goldsboro","NC",10,2,"living","A65503"
6,15,2009,"KGSB","Goldsboro","NC",10,3,"living","A65503"
6,11,2013,"KGSB","Goldsboro","NC",10,4,"living","A65503"
8,31,2011,"KGSB","Goldsboro","NC",8,3,"living","A65503"
11,22,2007,"KGSB","Goldsboro","NC",7,4,"living","A65503"
9,14,2008,"KGSB","Goldsboro","NC",10,3,"living","A65503"
10,24,2008,"KGSB","Goldsboro","NC",5,2,"living","A65503"
5,16,2008,"KGSB","Goldsboro","NC",7,4,"living","A65503"
3,16,2008,"KGSB","Goldsboro","NC",5,3,"living","A65503"
10,26,2012,"KGSB","Goldsboro","NC",5,4,"living","A65503"
4,11,2008,"KGSB","Goldsboro","NC",10,3,"living","A65503"
8,15,2012,"KGSB","Goldsboro","NC",9,2,"living","A65503"
9,1,2008,"KSFO","San Francisco","CA",9,1,"traveling","A65503"
11,14,2014,"KVPC","Cartersville","GA",3,1,"traveling","A65503"
2,3,2014,"KONP","Newport Airport","OR",5,1,"traveling","A65503"
3,22,2006,"KESF","Alexandria Esle","LA",3,3,"living","Y67837"
1,27,2013,"KESF","Alexandria Esle","LA",5,5,"living","Y67837"
8,22,2012,"KESF","Alexandria Esle","LA",10,4,"living","Y67837"
10,27,2007,"KESF","Alexandria Esle","LA",8,4,"living","Y67837"
7,4,2015,"KESF","Alexandria Esle","LA",10,5,"living","Y67837"
4,13,2014,"KESF","Alexandria Esle","LA",10,3,"living","Y67837"
4,20,2006,"KESF","Alexandria Esle","LA",10,1,"living","Y67837"
7,5,2013,"KESF","Alexandria Esle","LA",10,2,"living","Y67837"
12,4,2011,"KESF","Alexandria Esle","LA",5,5,"living","Y67837"
5,22,2010,"KESF","Alexandria Esle","LA",10,4,"living","Y67837"
12,16,2014,"KESF","Alexandria Esle","LA",8,5,"living","Y67837"
3,20,2011,"KESF","Alexandria Esle","LA",10,1,"living","Y67837"
3,12,2013,"KESF","Alexandria Esle","LA",8,2,"living","Y67837"
8,31,2011,"KESF","Alexandria Esle","LA",10,2,"living","Y67837"
6,22,2014,"KESF","Alexandria Esle","LA",10,5,"living","Y67837"
5,16,2015,"PAJC","Chignik","AK",2,5,"traveling","Y67837"
7,21,2014,"PFYU","Fort Yukon","AK",8,5,"traveling","Y67837"
2,8,2015,"PAJC","Chignik","AK",3,5,"traveling","Y67837"
10,9,2010,"KFDR","Frederick","OK",9,3,"living","L20198"
8,2,2010,"KFDR","Frederick","OK",9,1,"living","L20198"
11,19,2010,"KFDR","Frederick","OK",3,2,"living","L20198"
8,8,2010,"KFDR","Frederick","OK",9,5,"living","L20198"
8,12,2008,"KFDR","Frederick","OK",10,1,"living","L20198"
9,26,2012,"KFDR","Frederick","OK",1,5,"living","L20198"
4,23,2013,"KFDR","Frederick","OK",1,1,"living","L20198"
4,13,2015,"KFDR","Frederick","OK",7,4,"living","L20198"
4,29,2012,"KFDR","Frederick","OK",10,4,"living","L20198"
9,14,2011,"KFDR","Frederick","OK",9,1,"living","L20198"
6,23,2011,"KFDR","Frederick","OK",9,1,"living","L20198"
4,25,2013,"KFDR","Frederick","OK",3,5,"living","L20198"
12,3,2012,"KFDR","Frederick","OK",1,2,"living","L20198"
4,22,2007,"KCMI","Champaign","IL",1,1,"traveling","L20198"
10,29,2009,"KCPS","Cahokia","IL",5,1,"living","Y17219"
3,13,2008,"KCPS","Cahokia","IL",3,2,"living","Y17219"
2,28,2013,"KCPS","Cahokia","IL",4,1,"living","Y17219"
8,12,2010,"KCPS","Cahokia","IL",7,3,"living","Y17219"
10,28,2010,"KCPS","Cahokia","IL",1,1,"living","Y17219"
10,23,2012,"KCPS","Cahokia","IL",10,3,"living","Y17219"
4,5,2011,"KCPS","Cahokia","IL",3,2,"living","Y17219"
3,4,2012,"KCPS","Cahokia","IL",3,4,"living","Y17219"
11,29,2007,"KCPS","Cahokia","IL",3,4,"living","Y17219"
11,10,2012,"KCAK","Akron Canton","OH",8,1,"traveling","Y17219"
1,7,2015,"KCDS","Childress","TX",1,1,"living","J19227"
4,22,2013,"KCDS","Childress","TX",1,4,"living","J19227"
1,7,2007,"KCDS","Childress","TX",1,2,"living","J19227"
9,21,2007,"KCDS","Childress","TX",9,2,"living","J19227"
6,6,2014,"KCDS","Childress","TX",1,2,"living","J19227"
1,3,2006,"KCDS","Childress","TX",6,4,"living","J19227"
6,3,2012,"KCDS","Childress","TX",1,2,"living","J19227"
11,1,2015,"KCDS","Childress","TX",8,3,"living","J19227"
2,22,2011,"KCDS","Childress","TX",3,1,"living","J19227"
7,1,2011,"KCDS","Childress","TX",6,3,"living","J19227"
8,24,2008,"KCDS","Childress","TX",10,4,"living","J19227"
5,4,2013,"KCDS","Childress","TX",6,5,"living","J19227"
5,26,2015,"KCDS","Childress","TX",7,5,"living","J19227"
4,12,2007,"KCDS","Childress","TX",1,5,"living","J19227"
2,1,2008,"KCDS","Childress","TX",1,1,"living","J19227"
10,7,2013,"KCDS","Childress","TX",6,3,"living","J19227"
3,18,2006,"KSUU","Fairfield","CA",3,1,"traveling","J19227"
7,30,2009,"KFFL","Fairfield","IA",10,1,"traveling","J19227"
1,31,2014,"KSPS","Wichita Falls","TX",3,5,"traveling","J19227"
9,28,2008,"KCDD","Crane Lake","MN",5,5,"living","R70273"
8,28,2006,"KCDD","Crane Lake","MN",8,4,"living","R70273"
5,30,2006,"KCDD","Crane Lake","MN",8,5,"living","R70273"
12,30,2010,"KCDD","Crane Lake","MN",4,5,"living","R70273"
7,5,2013,"KCDD","Crane Lake","MN",8,1,"living","R70273"
11,6,2014,"KCDD","Crane Lake","MN",4,4,"living","R70273"
4,11,2014,"KCDD","Crane Lake","MN",4,1,"living","R70273"
7,22,2014,"KCDD","Crane Lake","MN",10,5,"living","R70273"
9,30,2007,"KCDD","Crane Lake","MN",5,1,"living","R70273"
3,28,2007,"KCDD","Crane Lake","MN",4,2,"living","R70273"
3,26,2007,"KCDD","Crane Lake","MN",5,4,"living","R70273"
3,2,2007,"KCDD","Crane Lake","MN",4,3,"living","R70273"
7,10,2009,"KCDD","Crane Lake","MN",10,2,"living","R70273"
7,8,2012,"KCDD","Crane Lake","MN",8,4,"living","R70273"
5,12,2013,"KCDD","Crane Lake","MN",3,2,"living","R70273"
10,11,2009,"KCDD","Crane Lake","MN",4,4,"living","R70273"
5,23,2011,"KCDD","Crane Lake","MN",5,2,"living","R70273"
9,14,2014,"KCDD","Crane Lake","MN",5,2,"living","R70273"
3,26,2015,"KASD","Slidell","LA",5,1,"traveling","R70273"
5,15,2006,"KAEG","Albuquerque Double Eagle","NM",1,1,"living","B98231"
4,17,2008,"KAEG","Albuquerque Double Eagle","NM",6,1,"living","B98231"
10,18,2007,"KAEG","Albuquerque Double Eagle","NM",6,1,"living","B98231"
5,31,2014,"KAEG","Albuquerque Double Eagle","NM",6,5,"living","B98231"
6,2,2009,"KAEG","Albuquerque Double Eagle","NM",6,1,"living","B98231"
7,21,2006,"KAEG","Albuquerque Double Eagle","NM",6,4,"living","B98231"
9,28,2006,"KAEG","Albuquerque Double Eagle","NM",3,4,"living","B98231"
8,12,2012,"KAEG","Albuquerque Double Eagle","NM",1,1,"living","B98231"
7,5,2009,"KAEG","Albuquerque Double Eagle","NM",9,2,"living","B98231"
7,26,2008,"KAEG","Albuquerque Double Eagle","NM",9,1,"living","B98231"
5,18,2014,"KAEG","Albuquerque Double Eagle","NM",6,3,"living","B98231"
11,15,2010,"KAEG","Albuquerque Double Eagle","NM",1,1,"living","B98231"
11,13,2010,"KAEG","Albuquerque Double Eagle","NM",3,3,"living","B98231"
4,2,2007,"KAEG","Albuquerque Double Eagle","NM",6,3,"living","B98231"
10,10,2006,"KAEG","Albuquerque Double Eagle","NM",8,5,"living","B98231"
5,25,2009,"PAHY","Hydaburg","AK",5,5,"traveling","B98231"
3,6,2014,"KBWI","Baltimore","MD",3,5,"living","A47755"
10,8,2010,"KBWI","Baltimore","MD",8,5,"living","A47755"
11,5,2013,"KBWI","Baltimore","MD",8,2,"living","A47755"
1,17,2012,"KBWI","Baltimore","MD",2,1,"living","A47755"
10,7,2011,"KBWI","Baltimore","MD",8,3,"living","A47755"
3,31,2013,"KBWI","Baltimore","MD",5,4,"living","A47755"
2,18,2008,"KBWI","Baltimore","MD",2,4,"living","A47755"
8,28,2007,"KBWI","Baltimore","MD",10,4,"living","A47755"
8,23,2012,"KBWI","Baltimore","MD",10,4,"living","A47755"
3,8,2012,"KBWI","Baltimore","MD",1,3,"living","A47755"
3,23,2006,"KBWI","Baltimore","MD",3,5,"living","A47755"
9,15,2015,"KBWI","Baltimore","MD",8,5,"living","A47755"
3,18,2013,"KBWI","Baltimore","MD",4,3,"living","A47755"
11,20,2009,"KBWI","Baltimore","MD",5,1,"living","A47755"
8,10,2011,"KBWI","Baltimore","MD",9,3,"living","A47755"
11,24,2006,"KBWI","Baltimore","MD",3,5,"living","A47755"
5,10,2009,"KBWI","Baltimore","MD",9,3,"living","A47755"
2,13,2013,"PAMM","Metlakatla","AK",4,5,"traveling","A47755"
4,12,2014,"KCNM","Carlsbad","NM",6,1,"living","S13952"
4,1,2007,"KCNM","Carlsbad","NM",6,3,"living","S13952"
4,5,2010,"KCNM","Carlsbad","NM",6,4,"living","S13952"
10,30,2014,"KCNM","Carlsbad","NM",9,1,"living","S13952"
7,12,2013,"KCNM","Carlsbad","NM",6,2,"living","S13952"
6,8,2006,"KCNM","Carlsbad","NM",6,4,"living","S13952"
11,12,2009,"KCNM","Carlsbad","NM",8,4,"living","S13952"
3,17,2011,"KCNM","Carlsbad","NM",6,5,"living","S13952"
2,23,2008,"KCNM","Carlsbad","NM",1,2,"living","S13952"
7,17,2010,"KCNM","Carlsbad","NM",8,1,"living","S13952"
1,29,2013,"KFLP","Flippin","AR",5,1,"traveling","S13952"
11,14,2013,"PAFA","Fairbanks","AK",1,4,"living","C01669"
5,5,2009,"PAFA","Fairbanks","AK",3,4,"living","C01669"
6,9,2011,"PAFA","Fairbanks","AK",5,3,"living","C01669"
4,10,2015,"PAFA","Fairbanks","AK",3,4,"living","C01669"
5,31,2014,"PAFA","Fairbanks","AK",1,4,"living","C01669"
5,30,2015,"PAFA","Fairbanks","AK",9,3,"living","C01669"
8,23,2009,"PAFA","Fairbanks","AK",8,1,"living","C01669"
8,25,2012,"PAFA","Fairbanks","AK",5,3,"living","C01669"
5,23,2014,"PAFA","Fairbanks","AK",3,2,"living","C01669"
7,6,2012,"PAFA","Fairbanks","AK",8,5,"living","C01669"
5,15,2008,"PAFA","Fairbanks","AK",3,5,"living","C01669"
7,17,2013,"KMVL","Morrisville","VT",10,1,"traveling","C01669"
1,23,2014,"KNPA","Pensacola NAS","FL",3,4,"living","D10662"
4,23,2013,"KNPA","Pensacola NAS","FL",7,2,"living","D10662"
12,6,2009,"KNPA","Pensacola NAS","FL",4,2,"living","D10662"
2,17,2007,"KNPA","Pensacola NAS","FL",2,4,"living","D10662"
1,13,2009,"KNPA","Pensacola NAS","FL",8,2,"living","D10662"
10,16,2015,"KNPA","Pensacola NAS","FL",10,1,"living","D10662"
5,26,2011,"KNPA","Pensacola NAS","FL",7,3,"living","D10662"
12,1,2010,"KNPA","Pensacola NAS","FL",3,5,"living","D10662"
11,11,2012,"KNPA","Pensacola NAS","FL",7,2,"living","D10662"
3,3,2013,"KHSP","Hot Springs","VA",2,1,"traveling","D10662"
10,20,2009,"KACK","Nantucket","MA",5,3,"living","X04290"
10,19,2014,"KACK","Nantucket","MA",9,2,"living","X04290"
1,25,2010,"KACK","Nantucket","MA",2,2,"living","X04290"
4,2,2012,"KACK","Nantucket","MA",5,2,"living","X04290"
9,11,2010,"KACK","Nantucket","MA",5,2,"living","X04290"
3,26,2012,"KACK","Nantucket","MA",1,4,"living","X04290"
7,31,2009,"KACK","Nantucket","MA",5,1,"living","X04290"
4,17,2013,"KACK","Nantucket","MA",9,4,"living","X04290"
4,4,2015,"KACK","Nantucket","MA",2,1,"living","X04290"
1,10,2012,"KACK","Nantucket","MA",4,2,"living","X04290"
5,6,2012,"KACK","Nantucket","MA",5,4,"living","X04290"
12,23,2009,"KACK","Nantucket","MA",3,4,"living","X04290"
8,6,2008,"KACK","Nantucket","MA",5,5,"living","X04290"
11,25,2009,"KACK","Nantucket","MA",2,1,"living","X04290"
9,27,2012,"KACK","Nantucket","MA",5,5,"living","X04290"
2,18,2007,"KACK","Nantucket","MA",4,4,"living","X04290"
9,28,2012,"KACK","Nantucket","MA",5,1,"living","X04290"
7,19,2013,"KNQX","Key West NAS","FL",10,5,"traveling","X04290"
5,21,2007,"KAFW","Fort Worth Alliance","TX",9,1,"living","R56110"
2,19,2007,"KAFW","Fort Worth Alliance","TX",9,3,"living","R56110"
7,17,2013,"KAFW","Fort Worth Alliance","TX",7,3,"living","R56110"
8,20,2007,"KAFW","Fort Worth Alliance","TX",9,5,"living","R56110"
3,13,2010,"KAFW","Fort Worth Alliance","TX",3,1,"living","R56110"
12,5,2009,"KAFW","Fort Worth Alliance","TX",3,1,"living","R56110"
8,23,2007,"KAFW","Fort Worth Alliance","TX",9,4,"living","R56110"
1,30,2012,"KAFW","Fort Worth Alliance","TX",9,3,"living","R56110"
5,30,2007,"KAFW","Fort Worth Alliance","TX",7,2,"living","R56110"
12,1,2010,"KAFW","Fort Worth Alliance","TX",3,5,"living","R56110"
2,27,2009,"KAFW","Fort Worth Alliance","TX",3,4,"living","R56110"
4,1,2009,"KAFW","Fort Worth Alliance","TX",6,3,"living","R56110"
12,29,2007,"KAFW","Fort Worth Alliance","TX",4,2,"living","R56110"
3,19,2006,"KSUA","Stuart","FL",10,1,"traveling","R56110"
10,31,2015,"KEYE","Eagle Creek","IN",5,3,"living","L18379"
5,15,2015,"KEYE","Eagle Creek","IN",7,4,"living","L18379"
8,27,2015,"KEYE","Eagle Creek","IN",8,1,"living","L18379"
6,19,2015,"KEYE","Eagle Creek","IN",10,2,"living","L18379"
5,12,2015,"KEYE","Eagle Creek","IN",2,2,"living","L18379"
5,27,2015,"KEYE","Eagle Creek","IN",10,5,"living","L18379"
9,4,2015,"KEYE","Eagle Creek","IN",10,4,"living","L18379"
7,27,2015,"KEYE","Eagle Creek","IN",10,3,"living","L18379"
9,15,2015,"KEYE","Eagle Creek","IN",8,2,"living","L18379"
8,16,2015,"KEYE","Eagle Creek","IN",10,1,"living","L18379"
7,2,2015,"KEYE","Eagle Creek","IN",10,3,"living","L18379"
12,1,2015,"KEYE","Eagle Creek","IN",5,5,"living","L18379"
9,19,2007,"KVOK","Volk","WI",5,5,"traveling","L18379"
12,25,2011,"KCUT","Custer","SD",3,5,"traveling","L18379"
1,17,2006,"KGMU","Greenville Downtown","SC",7,3,"living","P22113"
2,20,2008,"KGMU","Greenville Downtown","SC",3,4,"living","P22113"
3,3,2009,"KGMU","Greenville Downtown","SC",3,4,"living","P22113"
6,8,2007,"KGMU","Greenville Downtown","SC",9,4,"living","P22113"
3,14,2013,"KGMU","Greenville Downtown","SC",6,3,"living","P22113"
2,27,2011,"KGMU","Greenville Downtown","SC",8,4,"living","P22113"
8,24,2007,"KGMU","Greenville Downtown","SC",7,3,"living","P22113"
2,25,2011,"KGMU","Greenville Downtown","SC",9,4,"living","P22113"
3,12,2014,"KGMU","Greenville Downtown","SC",1,4,"living","P22113"
1,18,2015,"KGMU","Greenville Downtown","SC",3,1,"living","P22113"
4,6,2012,"KGMU","Greenville Downtown","SC",5,3,"living","P22113"
2,28,2006,"KGMU","Greenville Downtown","SC",3,2,"living","P22113"
3,26,2009,"KGMU","Greenville Downtown","SC",5,2,"living","P22113"
1,1,2007,"KGMU","Greenville Downtown","SC",7,3,"living","P22113"
10,14,2014,"KGMU","Greenville Downtown","SC",7,2,"living","P22113"
8,8,2011,"KGMU","Greenville Downtown","SC",9,3,"living","P22113"
3,2,2007,"KGMU","Greenville Downtown","SC",9,2,"living","P22113"
2,16,2013,"KGMU","Greenville Downtown","SC",4,2,"living","P22113"
1,29,2007,"KOFP","Richmond Hanover County","VA",3,1,"traveling","P22113"
1,15,2015,"KLBX","Angleton","TX",5,5,"traveling","P22113"
2,22,2015,"KFDY","Findlay","OH",4,5,"living","J06185"
4,21,2010,"KFDY","Findlay","OH",8,2,"living","J06185"
10,23,2012,"KFDY","Findlay","OH",5,1,"living","J06185"
5,15,2007,"KFDY","Findlay","OH",1,3,"living","J06185"
1,11,2007,"KFDY","Findlay","OH",1,3,"living","J06185"
5,1,2015,"KFDY","Findlay","OH",8,1,"living","J06185"
4,24,2008,"KFDY","Findlay","OH",6,2,"living","J06185"
11,18,2013,"KFDY","Findlay","OH",2,4,"living","J06185"
10,15,2008,"KFDY","Findlay","OH",10,2,"living","J06185"
4,26,2010,"KFDY","Findlay","OH",2,5,"living","J06185"
4,4,2011,"KFDY","Findlay","OH",2,1,"living","J06185"
7,15,2007,"KFDY","Findlay","OH",8,2,"living","J06185"
3,12,2013,"KFDY","Findlay","OH",2,4,"living","J06185"
5,12,2011,"KFDY","Findlay","OH",10,5,"living","J06185"
3,31,2008,"KFDY","Findlay","OH",2,1,"living","J06185"
7,24,2006,"KFDY","Findlay","OH",10,3,"living","J06185"
4,11,2006,"KFDY","Findlay","OH",9,5,"living","J06185"
2,22,2008,"KCON","Concord","NH",4,5,"traveling","J06185"
4,5,2007,"PALR","Chandalar Lake","AK",2,1,"living","F73087"
8,4,2010,"PALR","Chandalar Lake","AK",8,3,"living","F73087"
4,23,2009,"PALR","Chandalar Lake","AK",2,3,"living","F73087"
7,29,2006,"PALR","Chandalar Lake","AK",5,1,"living","F73087"
9,25,2009,"PALR","Chandalar Lake","AK",2,2,"living","F73087"
5,3,2008,"PALR","Chandalar Lake","AK",4,4,"living","F73087"
5,26,2008,"PALR","Chandalar Lake","AK",4,2,"living","F73087"
10,3,2008,"PALR","Chandalar Lake","AK",2,1,"living","F73087"
2,20,2006,"PALR","Chandalar Lake","AK",1,4,"living","F73087"
7,31,2009,"PALR","Chandalar Lake","AK",8,2,"living","F73087"
2,19,2008,"PALR","Chandalar Lake","AK",4,3,"living","F73087"
9,7,2008,"KBIV","Holland","MI",8,1,"traveling","F73087"
4,3,2014,"KFLL","Ft Lauderdale","FL",7,2,"living","S95874"
5,12,2014,"KFLL","Ft Lauderdale","FL",7,1,"living","S95874"
9,24,2009,"KFLL","Ft Lauderdale","FL",10,4,"living","S95874"
3,18,2009,"KFLL","Ft Lauderdale","FL",7,2,"living","S95874"
4,22,2014,"KFLL","Ft Lauderdale","FL",10,3,"living","S95874"
6,16,2012,"KFLL","Ft Lauderdale","FL",7,4,"living","S95874"
9,4,2012,"KFLL","Ft Lauderdale","FL",10,1,"living","S95874"
10,10,2011,"KFLL","Ft Lauderdale","FL",7,5,"living","S95874"
8,8,2010,"KFLL","Ft Lauderdale","FL",10,2,"living","S95874"
8,14,2006,"KFLL","Ft Lauderdale","FL",7,4,"living","S95874"
4,6,2008,"KFLL","Ft Lauderdale","FL",7,4,"living","S95874"
7,17,2015,"KFLL","Ft Lauderdale","FL",10,5,"living","S95874"
2,6,2008,"KFLL","Ft Lauderdale","FL",7,5,"living","S95874"
8,5,2007,"KFLL","Ft Lauderdale","FL",10,4,"living","S95874"
1,6,2011,"KFLL","Ft Lauderdale","FL",7,2,"living","S95874"
2,10,2015,"KFLL","Ft Lauderdale","FL",7,4,"living","S95874"
1,4,2014,"KFLL","Ft Lauderdale","FL",7,1,"living","S95874"
7,2,2009,"KDPL","Kenansville","NC",10,5,"traveling","S95874"
11,4,2012,"KINW","Winslow","AZ",6,1,"traveling","S95874"
2,22,2010,"KDEC","Decatur","IL",2,4,"living","Y56459"
2,16,2006,"KDEC","Decatur","IL",2,3,"living","Y56459"
12,1,2011,"KDEC","Decatur","IL",4,2,"living","Y56459"
4,3,2008,"KDEC","Decatur","IL",5,5,"living","Y56459"
4,15,2008,"KDEC","Decatur","IL",2,5,"living","Y56459"
9,13,2013,"KDEC","Decatur","IL",9,4,"living","Y56459"
11,3,2014,"KDEC","Decatur","IL",1,1,"living","Y56459"
7,1,2015,"KDEC","Decatur","IL",10,3,"living","Y56459"
5,26,2007,"KDEC","Decatur","IL",7,5,"living","Y56459"
6,3,2015,"KDEC","Decatur","IL",10,5,"living","Y56459"
3,4,2010,"KDEC","Decatur","IL",3,2,"living","Y56459"
4,9,2007,"KDEC","Decatur","IL",3,1,"living","Y56459"
2,1,2012,"PHLI","Lihue","HI",10,1,"traveling","Y56459"
4,1,2006,"KVUO","Vancouver","WA",5,1,"traveling","Y56459"
10,12,2013,"KBAB","Beale AFB","CA",9,4,"living","Q82181"
12,24,2008,"KBAB","Beale AFB","CA",2,1,"living","Q82181"
4,23,2009,"KBAB","Beale AFB","CA",9,3,"living","Q82181"
11,15,2015,"KBAB","Beale AFB","CA",2,1,"living","Q82181"
1,27,2012,"KBAB","Beale AFB","CA",2,4,"living","Q82181"
5,30,2009,"KBAB","Beale AFB","CA",9,1,"living","Q82181"
2,28,2007,"KBAB","Beale AFB","CA",4,5,"living","Q82181"
5,22,2007,"KBAB","Beale AFB","CA",6,1,"living","Q82181"
6,9,2015,"KBAB","Beale AFB","CA",6,4,"living","Q82181"
12,3,2007,"KBAB","Beale AFB","CA",3,3,"living","Q82181"
11,3,2013,"KBAB","Beale AFB","CA",1,3,"living","Q82181"
9,19,2008,"KBAB","Beale AFB","CA",9,2,"living","Q82181"
10,3,2015,"KBAB","Beale AFB","CA",9,1,"living","Q82181"
3,10,2011,"KBAB","Beale AFB","CA",5,1,"living","Q82181"
11,4,2013,"KBAB","Beale AFB","CA",1,2,"living","Q82181"
5,4,2013,"KBAB","Beale AFB","CA",6,4,"living","Q82181"
6,5,2009,"KBAB","Beale AFB","CA",9,3,"living","Q82181"
4,21,2015,"KNTU","Oceana NAS","VA",9,1,"traveling","Q82181"
9,1,2010,"PASY","Shemya AFB","AK",2,2,"living","U44556"
